t,m1,p1,m2,p2,m3,p3
0.0,0.2,0.1,0.3,0.1,0.4,0.5
0.1,21.882341611772574,0.3442703032614189,29.08143606919279,0.3962988429886672,27.87814455735692,0.8019175508696121
0.2,33.58940963368932,0.8991807422740559,47.29706764117026,1.1468293269471455,43.30898400603228,1.4466101196367822
0.3,37.67901481521039,1.6000649585294082,53.64829359585457,2.072428807144036,47.9741942556233,2.399212322419146
0.4,38.251234828401756,2.2840753752081286,55.51223158579111,3.125351403523603,47.12458865454424,3.296782420956598
0.5,37.752436419947934,2.9815418441423036,55.197874013998224,4.173147714283564,45.01483380997772,4.1538874128230034
0.6,37.99637353336386,3.661194882480244,51.71587656475258,5.192358314332561,41.57852396405087,4.937105850238825
0.7,36.31093946357734,4.325566938355264,47.37507068686402,6.072589320700987,39.48045792562676,5.632812034727204
0.8,34.45613586698072,4.891122625621371,42.1485124747693,6.821499956015808,35.94193641762524,6.292357207308663
0.9,33.233914623101825,5.511182076477139,39.37909311415563,7.552639683742345,32.79530176939098,6.911249083345279
1.0,30.466379270774414,6.046858146643649,36.80981097055312,8.156771926547739,29.22699075492118,7.361617635586151
1.1,29.218942003782363,6.478686829111777,33.60890234023588,8.66753646058097,25.82814489791925,7.761909781758165
1.2,26.872167403088465,6.932227200905848,30.353593208615354,9.134392992240086,24.19296614590883,8.134253670916653
1.3,25.05824325830581,7.341415283697741,27.971455910629324,9.504847056690672,22.226337415923428,8.453478555540917
1.4,21.479056092322054,7.624784184514141,27.084050413136083,9.886493433313397,19.4154177847485,8.767621587291671
1.5,18.422500982703237,7.874273020630205,27.070137997892125,10.216060703466683,19.040240478958115,8.981868496851387
1.6,17.16679820702505,8.083415457014656,24.86609085721727,10.498058492932708,17.41578504992266,9.125271497817707
1.7,17.508412312785868,8.292515106339325,23.954250386241515,10.808786400540846,16.82467671104861,9.260021548075386
1.8,15.02354543494562,8.488804170455284,23.86866651485339,11.05521290124057,16.06281358694776,9.368562174154926
1.9,14.700514014795356,8.630865187272892,22.70652502222436,11.326988713724234,14.025895600695979,9.503368686984375
2.0,13.134403557356015,8.756609658839599,22.449941381100533,11.507601056736181,12.661649541699875,9.577251928629531
2.1,12.057936209316138,8.850861348342306,20.25484445981935,11.704870373801416,11.696472171433978,9.641795869529403
2.2,11.514040890465589,8.869698722644593,18.126579706712896,11.885325095965145,11.421719077358983,9.663169407629969
2.3,9.474812419705751,8.96244047969388,16.725637058466752,12.01061621581531,10.8425276059696,9.7157379321524
2.4,8.10335167899245,8.958983807689725,16.9895222573815,12.063564380925861,11.07764845867918,9.755506723008683
2.5,8.210928079870753,8.922190802642438,17.231661657662563,12.193951894646045,10.167814119459356,9.791871196352206
2.6,8.64751123338385,8.910978835505913,16.72662614638206,12.259688337067448,9.47751418994107,9.81913657168846
2.7,8.309080583597957,8.890462452365956,16.965860248405722,12.334808796193599,8.237127253872025,9.807004073261798
2.8,9.741071248025234,8.924134377774086,14.843954387618162,12.411841513857107,8.95459915439261,9.741540103504745
2.9,7.934542273834836,8.934830380403064,14.112957702059994,12.461244140229287,7.9243687895914565,9.702151481338056
3.0,8.416806831783287,8.920060817303408,13.379505667436195,12.452150556553136,8.62798476662996,9.65245632074924
