t,V10,N10,m10,h10,V30,N30,m30,h30,V50,N50,m50,h50,V100,N100,m100,h100
51,-7.266636705,0.532578773,0.021078609,0.299697016,11.79260883,0.467047478,0.161441551,0.319213065,10.39574669,0.511145202,0.143409191,0.250930997,17.52068922,0.686045026,0.573014374,0.049604961
51.1,-7.095774155,0.527099949,0.021517056,0.305967506,12.37357311,0.467920837,0.168577277,0.317276667,10.83451236,0.510596058,0.149172227,0.250858713,14.72823461,0.683263556,0.512628852,0.05156639
51.2,-6.921669705,0.521750641,0.021973023,0.312089283,13.02287724,0.468987613,0.176514688,0.315055948,11.28994451,0.510200514,0.155242412,0.250595776,12.08657417,0.679811803,0.4487388,0.054119967
51.3,-6.744421024,0.516529532,0.022446954,0.318063714,13.7609681,0.470273582,0.185462942,0.312508985,11.76596743,0.509962883,0.161665796,0.250134831,9.723767811,0.675781359,0.384320626,0.057243185
51.4,-6.564133308,0.511435324,0.022939283,0.323892169,14.61650901,0.471813603,0.195709223,0.309578978,12.26745712,0.509888925,0.168499704,0.249466529,7.765325722,0.671288173,0.322991536,0.060879378
51.5,-6.380918993,0.506466733,0.023450436,0.329576017,15.63073909,0.473655751,0.20765695,0.306187166,12.8005473,0.50998624,0.175816082,0.248578976,6.289287883,0.666463349,0.268152269,0.064934071
51.6,-6.194897419,0.501622488,0.023980827,0.335116633,16.8647422,0.475867957,0.221887443,0.302221314,13.37306067,0.510264788,0.183706119,0.247456994,5.299692049,0.661437579,0.222069419,0.069286201
51.7,-6.006194446,0.49690133,0.024530853,0.340515389,18.4119545,0.478549027,0.239262229,0.297516362,13.99512365,0.510737605,0.192286709,0.246081096,4.735954704,0.656326292,0.185469652,0.073809583
51.8,-5.814942026,0.49230201,0.025100899,0.345773662,20.42034118,0.481847685,0.261096967,0.291821114,14.68006096,0.511421808,0.201709623,0.244426045,4.505632358,0.651221295,0.157788571,0.07839273
51.9,-5.621277729,0.487823284,0.025691327,0.350892829,23.13246984,0.485996703,0.289460699,0.284740954,15.44571778,0.512340031,0.212174779,0.242458795,4.515791671,0.646189769,0.137742139,0.082948901
52,-5.425344233,0.483463917,0.026302483,0.355874267,26.95690249,0.491375641,0.32767815,0.275649041,16.31645529,0.513522504,0.223949729,0.240135471,4.689987535,0.641277907,0.123843884,0.087416582
52.1,-5.227288777,0.479222674,0.026934688,0.360719354,32.58050315,0.498624152,0.381053132,0.263616327,17.32621976,0.515010166,0.237398792,0.237396881,4.972217237,0.636516078,0.114714473,0.091754907
52.2,-5.027262578,0.475098325,0.027588241,0.365429469,41.05180304,0.508815432,0.457220463,0.247703624,18.52335305,0.516859402,0.253027308,0.234161698,5.324167276,0.631923575,0.109207548,0.095937951
52.3,-4.825420223,0.471089638,0.028263412,0.370005991,53.35118682,0.523541668,0.56286644,0.228282144,19.97825059,0.519149449,0.271549615,0.230315977,5.720616704,0.627512276,0.106427136,0.099949854
52.4,-4.621919032,0.467195383,0.028960446,0.374450297,68.1693532,0.544225385,0.690439743,0.207803189,21.79563155,0.521994198,0.293993671,0.225697136,6.14527593,0.623289207,0.105697341,0.103781266
52.5,-4.4169184,0.463414322,0.029679559,0.378763765,79.7889868,0.570095619,0.808331013,0.188387211,24.13390702,0.525561307,0.321858607,0.220070639,6.587691766,0.619258248,0.106518582,0.10742695
52.6,-4.210579122,0.459745218,0.030420933,0.382947771,84.14844204,0.597694638,0.889786634,0.170637219,27.23366977,0.530102917,0.357332987,0.213102256,7.041151286,0.615421237,0.108525781,0.110884238
52.7,-4.003062706,0.456186825,0.031184723,0.387003691,83.16906779,0.623816341,0.936362367,0.154552543,31.4501352,0.536002219,0.40351778,0.204351543,7.501331029,0.61177868,0.111453712,0.114152055
52.8,-3.794530678,0.452737891,0.031971047,0.390932897,79.64793813,0.647039168,0.960744368,0.14002232,37.25149161,0.543829813,0.464342425,0.193383141,7.965449411,0.608330208,0.115110214,0.117230299
52.9,-3.585143878,0.449397155,0.032779991,0.394736762,75.02293607,0.667045747,0.972658804,0.126929341,45.04574693,0.554356258,0.543167419,0.180164099,8.431742157,0.605074877,0.119356222,0.120119452
53,-3.375061769,0.44616335,0.033611606,0.398416655,69.94384783,0.683946047,0.977442127,0.115170596,54.56464721,0.568349907,0.63842862,0.165539329,8.899139692,0.602011373,0.124091226,0.122820329
53.1,-3.164441748,0.443035197,0.03446591,0.401973942,64.73615569,0.69799294,0.977641521,0.104662563,63.95664355,0.58595674,0.738172914,0.150854802,9.367069225,0.599138157,0.129242829,0.125333907
53.2,-2.953438469,0.440011407,0.035342884,0.405409988,59.57280491,0.709473895,0.974270552,0.09534276,70.3639816,0.606056186,0.823980714,0.137013712,9.835333688,0.596453572,0.134759312,0.127661207
53.3,-2.742203182,0.437090681,0.036242476,0.408726153,54.54235664,0.718667044,0.967492936,0.087169426,72.50209378,0.626656877,0.885173021,0.124323045,10.30403813,0.593955933,0.140604404,0.12980321
53.4,-2.530883093,0.434271708,0.0371646,0.411923796,49.68312866,0.725823738,0.956961253,0.080119135,71.26453898,0.646047526,0.923328518,0.112816796,10.77354595,0.591643601,0.146753629,0.131760785
53.5,-2.319620748,0.431553167,0.038109139,0.415004271,45.00164294,0.731162986,0.941980948,0.074181882,68.05749997,0.663312326,0.944945484,0.102451693,11.24445463,0.589515049,0.1531918,0.133534631
53.6,-2.108553461,0.428933725,0.039075943,0.417968927,40.48073429,0.734870723,0.921589092,0.069354014,63.86903257,0.678143847,0.955663829,0.09317295,11.71758507,0.587568935,0.159911333,0.135125215
53.7,-1.89781277,0.426412037,0.040064833,0.420819111,36.0800317,0.73710001,0.894583817,0.065631222,59.26208738,0.690552277,0.958959771,0.084934328,12.19398094,0.585804165,0.16691118,0.136532726
53.8,-1.687523891,0.423986751,0.0410756,0.423556163,31.73180765,0.737970171,0.859507269,0.063005476,54.54163629,0.700685478,0.956575171,0.077703942,12.6749169,0.584219964,0.17419621,0.137757005
53.9,-1.477805323,0.4216565,0.042108015,0.42618142,27.33647725,0.737564539,0.814573208,0.061469188,49.86807851,0.70873915,0.949120482,0.071464136,13.16191576,0.582815954,0.181776945,0.138797488
54,-1.268768351,0.419419913,0.043161822,0.428696211,22.76439635,0.735928383,0.757558879,0.061026957,45.31883857,0.714914663,0.936498364,0.066207561,13.65677474,0.581592236,0.189669591,0.139653126
54.1,-1.060516673,0.417275606,0.044236745,0.431101862,17.87733604,0.733071236,0.685799595,0.061712476,40.92020383,0.719399762,0.918160868,0.06193078,14.16160251,0.580549486,0.197896332,0.140322308
54.2,-0.853146127,0.415222189,0.045332495,0.433399689,12.5981391,0.728982039,0.596743336,0.063607321,36.66206409,0.722359567,0.893257868,0.058627811,14.67886947,0.579689067,0.206485862,0.140802752
54.3,-0.64674435,0.413258268,0.046448768,0.435591002,7.063240483,0.723669153,0.490081595,0.066851525,32.50330711,0.72393159,0.860710503,0.056287187,15.21147405,0.579013159,0.215474193,0.141091396
54.4,-0.441390535,0.411382441,0.04758525,0.437677104,1.797175356,0.717226806,0.372184096,0.071604159,28.374223,0.72422226,0.819224683,0.054895253,15.76282877,0.578524914,0.224905739,0.141184249
54.5,-0.237155248,0.409593304,0.048741623,0.439659287,-2.411939231,0.709886667,0.258929092,0.077891137,24.18210788,0.723305021,0.76727219,0.054445532,16.33697139,0.57822865,0.234834761,0.141076221
54.6,-0.034100294,0.407889451,0.049917566,0.441538834,-5.10929168,0.70198012,0.168021738,0.085437713,19.82803629,0.721222213,0.703132207,0.054951264,16.93870737,0.578130081,0.245327199,0.140760911
54.7,0.167721419,0.406269476,0.051112765,0.443317018,-6.503124958,0.693820137,0.106180452,0.093755962,15.24809454,0.717995185,0.625235944,0.056457248,17.57379137,0.578236615,0.256463017,0.140230356
54.8,0.368265945,0.404731973,0.052326908,0.444995097,-7.088655504,0.685619374,0.06865341,0.102405638,10.49456061,0.713648809,0.533282297,0.059044809,18.24915694,0.578557708,0.268339135,0.139474717
54.9,0.567498339,0.403275541,0.053559701,0.44657432,-7.257137766,0.677493192,0.047326725,0.111113414,5.839383681,0.708252655,0.430515928,0.062813216,18.97320388,0.579105328,0.281073075,0.138481902
55,0.765392665,0.401898784,0.054810863,0.448055918,-7.226038956,0.669496693,0.035655509,0.11974018,1.777677109,0.701962688,0.325972755,0.06780932,19.75615194,0.579894521,0.294807411,0.137237133
55.1,0.96193198,0.400600313,0.056080135,0.449441108,-7.09989535,0.661654549,0.02945808,0.128221257,-1.224281132,0.695023778,0.232636738,0.073920257,20.61046308,0.580944125,0.309715046,0.135722427
55.2,1.157108298,0.399378749,0.057367284,0.450731088,-6.926481259,0.653977316,0.026303855,0.13652766,-3.059539005,0.68771129,0.160217178,0.080847552,21.55131902,0.582277653,0.3260052,0.133916065
55.3,1.350922545,0.398232723,0.058672112,0.451927041,-6.727499023,0.646469161,0.024835245,0.144646714,-3.977839682,0.680255864,0.110241192,0.088228534,22.59710484,0.583924343,0.343929585,0.131792073
55.4,1.543384501,0.397160881,0.059994451,0.453030124,-6.51295865,0.63913136,0.024306272,0.152573157,-4.320912384,0.672810664,0.07841465,0.095772086,23.76977526,0.585920386,0.363787543,0.129319926
55.5,1.734512755,0.396161886,0.061334179,0.454041475,-6.287605117,0.631963862,0.024309457,0.160305155,-4.346352013,0.665462641,0.059149545,0.103297008,25.09483704,0.588310203,0.385927514,0.126464763
55.6,1.924334655,0.395234415,0.062691219,0.454962206,-6.053775767,0.624966007,0.024622549,0.167842492,-4.205551537,0.658256874,0.047909542,0.11070557,26.60042588,0.591147532,0.410739755,0.123188753
55.7,2.112886289,0.394377171,0.064065546,0.455793405,-5.812686519,0.618136854,0.025124324,0.175185745,-3.977926914,0.65121565,0.041609645,0.117948783,28.3145519,0.594495752,0.438631481,0.119454581
55.8,2.300212486,0.393588875,0.065457191,0.456536128,-5.565022506,0.611475334,0.025748721,0.182335891,-3.703310748,0.644349667,0.038310234,0.125003036,30.25907161,0.598426363,0.469970806,0.115232402
55.9,2.486366856,0.392868275,0.066866249,0.457191402,-5.311215722,0.604980332,0.026459885,0.189294119,-3.401528175,0.63766387,0.036834433,0.131857353,32.43861861,0.603013846,0.50498284,0.110511418
56,2.671411878,0.392214147,0.068292884,0.457760219,-5.05157878,0.598650713,0.027238581,0.196061738,-3.082591303,0.631160352,0.036479188,0.138506999,34.82347093,0.60832449,0.543587478,0.10531543
56.1,2.855419046,0.391625296,0.069737335,0.458243535,-4.786370888,0.592485346,0.02807476,0.202640125,-2.751721197,0.624839774,0.036827032,0.144950345,37.32866223,0.614397189,0.58519672,0.099717606
56.2,3.03846909,0.391100561,0.071199925,0.458642268,-4.515831076,0.586483106,0.028963477,0.209030703,-2.411782613,0.618702058,0.037630483,0.151187342,39.79847524,0.621217086,0.628546753,0.093845071
56.3,3.22065228,0.390638814,0.072681065,0.458957291,-4.240195125,0.580642876,0.029902641,0.215234923,-2.064467342,0.612746739,0.03874284,0.157218765,42.01237401,0.628689107,0.671697319,0.087865244
56.4,3.402068834,0.390238967,0.074181265,0.459189432,-3.959704186,0.574963548,0.030891755,0.221254261,-1.710875534,0.606973135,0.04007718,0.163045827,43.72524652,0.636624884,0.712306145,0.08195687
56.5,3.582829451,0.389899973,0.075701144,0.459339467,-3.674608991,0.569444018,0.031931217,0.227090206,-1.351805447,0.601380432,0.041582131,0.168669988,44.73365485,0.644755867,0.748123925,0.07628048
56.6,3.763055976,0.389620827,0.077241438,0.45940812,-3.385171595,0.564083185,0.033021919,0.232744262,-0.987899758,0.595967731,0.043227533,0.174092842,44.93443705,0.652773021,0.777466294,0.070961918
56.7,3.942882242,0.389400574,0.078803013,0.459396053,-3.091665658,0.558879942,0.034165016,0.238217944,-0.619720018,0.590734062,0.044995933,0.179316064,44.34232112,0.660377473,0.799417101,0.066090866
56.8,4.122455108,0.389238309,0.080386878,0.459303865,-2.79437592,0.553833176,0.035361794,0.243512774,-0.247784373,0.5856784,0.046877505,0.184341377,43.06330317,0.667321449,0.813721408,0.061727704
56.9,4.301935716,0.389133183,0.081994205,0.459132082,-2.493597058,0.548941765,0.036613586,0.24863028,0.12741402,0.580799662,0.048867001,0.189170526,41.24783484,0.673428031,0.820516526,0.057911781
57,4.481501029,0.389084406,0.083626339,0.458881154,-2.189632048,0.544204568,0.03792172,0.253571995,0.50539901,0.576096707,0.050961912,0.193805269,39.04923769,0.678590989,0.820072309,0.054667636
57.1,4.661345702,0.389091253,0.085284826,0.458551443,-1.88279032,0.539620426,0.039287491,0.258339454,0.885709266,0.571568336,0.053161346,0.198247368,36.5983189,0.682762609,0.812625395,0.052008791
57.2,4.84168433,0.389153069,0.086971439,0.458143218,-1.573385567,0.535188156,0.040712134,0.262934193,1.267899407,0.567213292,0.055465346,0.202498578,33.9930215,0.685937281,0.798309603,0.049940128
57.3,5.022754162,0.389269278,0.088688198,0.457656641,-1.261733333,0.530906547,0.042196812,0.267357749,1.651543141,0.563030251,0.057874471,0.206560643,31.29787454,0.688135804,0.77715014,0.048460147
57.4,5.204818379,0.389439386,0.090437416,0.457091758,-0.948148498,0.526774359,0.043742602,0.271611654,2.036237601,0.55901783,0.060389543,0.210435291,28.54887218,0.689392678,0.749090885,0.047563824
57.5,5.388170046,0.389662993,0.092221734,0.456448482,-0.632942496,0.522790317,0.045350493,0.275697439,2.421608427,0.555174582,0.063011503,0.214124228,25.76146854,0.689747229,0.714041133,0.047246013
57.6,5.573136887,0.389939799,0.094044171,0.455726581,-0.316420511,0.518953111,0.047021374,0.279616626,2.807315292,0.551499002,0.065741321,0.217629131,22.94099578,0.689238782,0.671948698,0.04750463
57.7,5.760087078,0.390269623,0.095908187,0.454925652,0.001121471,0.515261396,0.048756044,0.283370733,3.193057682,0.547989527,0.068579975,0.220951641,20.0956499,0.687905963,0.622923708,0.048342537
57.8,5.949436317,0.390652408,0.097817752,0.454045105,0.319399672,0.511713789,0.050555205,0.286961266,3.578580787,0.544644546,0.071528437,0.224093359,17.2518668,0.685790118,0.567442608,0.049766913
57.9,6.141656447,0.391088243,0.099777433,0.453084132,0.63814554,0.508308868,0.052419472,0.290389718,3.963681417,0.541462405,0.074587709,0.227055833,14.46946439,0.6829423,0.506634486,0.051784785
58,6.33728607,0.39157738,0.101792502,0.452041676,0.957108801,0.505045176,0.054349381,0.293657568,4.348213964,0.538441419,0.077758862,0.229840552,11.8490097,0.679431888,0.442564205,0.054393693
58.1,6.536943625,0.392120258,0.103869067,0.450916392,1.276060479,0.501921222,0.056345403,0.296766279,4.732096223,0.535579881,0.081043102,0.232448932,9.520074389,0.675352907,0.378292667,0.057568358
58.2,6.741343633,0.392717532,0.106014234,0.449706596,1.594795872,0.49893548,0.058407957,0.299717288,5.115315386,0.532876084,0.084441849,0.234882302,7.605487923,0.670823257,0.317457456,0.061248474
58.3,6.951317057,0.393370105,0.108236306,0.448410213,1.913137483,0.496086398,0.060537435,0.302512009,5.497934003,0.530328329,0.087956838,0.23714189,6.176853197,0.665974688,0.26338534,0.065336353
58.4,7.167836957,0.394079173,0.11054504,0.447024701,2.230937886,0.493372402,0.062734223,0.305151826,5.880096363,0.52793495,0.091590224,0.239228803,5.231136473,0.660936982,0.218202311,0.069709497
58.5,7.392051174,0.394846275,0.11295196,0.445546967,2.548082499,0.490791896,0.064998732,0.307638082,6.262035164,0.525694338,0.09534472,0.241144003,4.70321072,0.655823537,0.182493486,0.074242421
58.6,7.625324105,0.395673357,0.115470768,0.443973252,2.864492359,0.488343277,0.067331432,0.309972081,6.644079217,0.523604962,0.099223742,0.242888287,4.49946631,0.650723759,0.155600827,0.078825756
58.7,7.869290891,0.396562856,0.118117867,0.442298995,3.180126821,0.486024939,0.069732887,0.312155074,7.026662113,0.521665399,0.103231581,0.244462252,4.528082823,0.645702629,0.136202483,0.083375265
58.8,8.125928208,0.397517805,0.120913036,0.440518653,3.49498629,0.483835279,0.072203803,0.314188252,7.410332698,0.51987437,0.107373602,0.245866261,4.714556561,0.640804616,0.122812862,0.087831637
58.9,8.397648577,0.39854196,0.123880326,0.438625478,3.809115031,0.481772714,0.074745073,0.316072735,7.795768043,0.518230771,0.111656472,0.247100401,5.004745758,0.636058853,0.114072041,0.092155665
59,8.68742642,0.399639977,0.12704925,0.436611209,4.12260413,0.479835687,0.077357833,0.317809563,8.183789498,0.516733721,0.116088429,0.248164436,5.361781689,0.631483791,0.108858058,0.096322565
59.1,8.998969215,0.400817638,0.130456377,0.434465686,4.435594728,0.478022684,0.080043525,0.319399678,8.575383212,0.515382607,0.120679606,0.249057744,5.761453335,0.627090758,0.106297667,0.100317225
59.2,9.336954044,0.402082151,0.134147515,0.432176316,4.748281652,0.476332244,0.082803961,0.320843911,8.971726652,0.514177141,0.125442418,0.249779249,6.188138798,0.622886422,0.105733698,0.104130768
59.3,9.707365378,0.403442566,0.138180792,0.42972734,5.060917623,0.474762979,0.085641405,0.322142964,9.374222904,0.51311743,0.130392035,0.250327333,6.631814353,0.61887443,0.106681062,0.107758257
59.4,10.11796292,0.404910324,0.142630849,0.427098846,5.373818266,0.473313588,0.088558659,0.323297387,9.784545415,0.512204059,0.135546977,0.250699727,7.086040845,0.615056469,0.108785519,0.111197207
59.5,10.57899485,0.406500066,0.147595203,0.424265302,5.687368182,0.471982878,0.091559162,0.324307557,10.20469697,0.511438184,0.14092986,0.250893382,7.546670253,0.611432948,0.111789805,0.114446655
59.6,11.10423816,0.408230759,0.153203266,0.421193488,6.002028443,0.470769787,0.094647114,0.325173647,10.63708799,0.510821662,0.146568347,0.250904299,8.011035422,0.608003431,0.115507542,0.117506569
59.7,11.71261394,0.410127375,0.159630185,0.417839355,6.318345924,0.469673409,0.097827606,0.325895594,11.08464076,0.510357203,0.152496388,0.250727314,8.477448986,0.604766933,0.11980386,0.120377471
59.8,12.43075778,0.412223432,0.167118381,0.414143162,6.636965051,0.46869302,0.101106786,0.326473061,11.55093004,0.51004857,0.158755849,0.250355828,8.944895283,0.601722113,0.124581298,0.123060196
59.9,13.29723434,0.41456498,0.176011956,0.410021694,6.95864268,0.467828116,0.104492057,0.326905387,12.04037506,0.509900834,0.165398665,0.249781438,9.412841368,0.598867417,0.129769687,0.125555729
60,14.36973424,0.417217088,0.18681386,0.405355218,7.28426704,0.467078448,0.107992314,0.327191535,12.55850345,0.509920722,0.172489774,0.248993466,9.881121428,0.596201182,0.135318962,0.127865092
60.1,15.73791488,0.420274894,0.200284587,0.399964581,7.614882002,0.466444071,0.111618239,0.327330022,13.11232068,0.510117062,0.180111105,0.247978308,10.34986664,0.593721725,0.141194097,0.129989256
60.2,17.5474354,0.423883399,0.217619995,0.393568827,7.951718289,0.465925399,0.115382667,0.327318835,13.71083379,0.510501414,0.18836713,0.246718548,10.81946355,0.591427413,0.147371588,0.131929076
60.3,20.04727502,0.428275077,0.240786179,0.385702781,8.296233965,0.465523275,0.119301052,0.327155331,14.3658063,0.511088927,0.197392697,0.24519173,11.2905313,0.589316737,0.153837024,0.133685231
60.4,23.68699949,0.433845664,0.273172772,0.375553744,8.650167285,0.465239053,0.123392051,0.326836105,15.09286618,0.511899559,0.207364263,0.243368599,11.76391201,0.587388374,0.16058348,0.135258165
60.5,29.31861428,0.441314776,0.320865329,0.361676787,9.015606295,0.465074705,0.127678292,0.326356831,15.91316271,0.512959838,0.21851626,0.241210567,12.240671,0.585641258,0.167610488,0.136648033
60.6,38.55874406,0.452060173,0.394707959,0.341913402,9.395081341,0.465032958,0.132187366,0.32571205,16.85589228,0.514305452,0.231165405,0.238665959,12.72210588,0.58407465,0.174923461,0.137854644
60.7,53.87462189,0.468620692,0.510024003,0.315537651,9.791689405,0.465117462,0.136953139,0.324894905,17.9622263,0.515985167,0.245747353,0.235664371,13.20976443,0.582688213,0.182533459,0.138877387
60.8,74.9921335,0.494187953,0.666528207,0.286768158,10.20926327,0.465333021,0.142017512,0.32389678,19.29152413,0.518066873,0.262872756,0.232108019,13.70547194,0.581482099,0.190457241,0.139715166
60.9,91.13052693,0.528164313,0.813514059,0.259682243,10.65260486,0.465685886,0.147432813,0.322706833,20.9312756,0.520647151,0.283413645,0.22785846,14.21136938,0.580457046,0.198717587,0.140366308
61,95.42808213,0.564199417,0.905268608,0.235054667,11.12781223,0.466184163,0.153265085,0.321311348,23.01296366,0.523866668,0.308635338,0.22271664,14.72996498,0.57961449,0.207343852,0.140828463
61.1,93.68496153,0.597519245,0.95151082,0.21276399,11.64274546,0.466838359,0.159598696,0.319692855,25.73640993,0.527935105,0.340388481,0.216396029,15.26420231,0.578956695,0.216372801,0.141098486
61.2,89.85645789,0.626833755,0.973439425,0.192610487,12.2077036,0.46766215,0.166542915,0.317828884,29.4022104,0.533170348,0.381346054,0.208500432,15.81754849,0.578486917,0.225849725,0.141172289
61.3,85.13074169,0.652109155,0.983511365,0.174405421,12.83642865,0.468673475,0.174241472,0.315690168,34.43424645,0.54005289,0.435126502,0.198563714,16.39410802,0.578209598,0.235829914,0.141044665
61.4,79.97002837,0.673627027,0.987629773,0.157981226,13.54763021,0.469896125,0.182886749,0.313238007,41.31017588,0.549270438,0.505671737,0.186303534,16.99876861,0.578130601,0.246380543,0.140709079
61.5,74.63510147,0.691751592,0.988408471,0.143193096,14.36736241,0.471362123,0.192741363,0.310420269,50.17683148,0.5616418,0.594370269,0.172146962,17.63738683,0.578257512,0.257583062,0.140157401
61.6,69.28843726,0.706854335,0.986892919,0.129919562,15.33283153,0.473115375,0.204171813,0.307165156,59.9667048,0.577691278,0.694284448,0.157336268,18.31702288,0.578600007,0.269536191,0.139379593
61.7,64.02801043,0.719282105,0.983349445,0.118062934,16.49869164,0.47521748,0.217702392,0.303371161,68.01626711,0.596897239,0.788402615,0.14305287,19.04623393,0.579170322,0.282359644,0.13836333
61.8,58.90720501,0.729343959,0.977611093,0.10754946,17.94778165,0.477757278,0.234103938,0.29889035,72.04862468,0.617525451,0.861008961,0.12983554,19.8354343,0.579983833,0.29619865,0.137093549
61.9,53.9489327,0.73730766,0.969222378,0.098328628,19.81001856,0.480867167,0.254543827,0.293499722,72.13691101,0.637616586,0.908741476,0.117804265,20.69732384,0.581059784,0.311229311,0.135551937
62,49.15509128,0.743401008,0.957493767,0.090370809,22.29642389,0.484752071,0.280843734,0.286851692,69.65630883,0.655896563,0.936925305,0.106937043,21.6473687,0.582422186,0.327664634,0.13371639
62.1,44.51127503,0.747815015,0.941515209,0.083662527,25.76033946,0.489742447,0.315918127,0.278393516,65.81523256,0.671826119,0.951952805,0.097180228,22.70428038,0.584100888,0.345760673,0.131560512
62.2,39.98638836,0.750706885,0.920147112,0.078199558,30.79921537,0.496391228,0.364450017,0.26727738,61.34549359,0.685303021,0.958258991,0.088482532,23.8903592,0.586132808,0.365821451,0.129053346
62.3,35.52718187,0.752201288,0.89198586,0.073979943,38.36606075,0.505633661,0.433497619,0.252486565,56.64921324,0.696428961,0.958279326,0.080805408,25.231417,0.588563214,0.388199855,0.126159675
62.4,31.04894838,0.752389048,0.855282699,0.07100093,49.57901975,0.518934827,0.530820129,0.233853802,51.94125024,0.70538556,0.95306499,0.074125139,26.75572557,0.591446763,0.413289113,0.122841534
62.5,26.42576557,0.751323357,0.807787996,0.069263665,64.10774313,0.537920137,0.654639792,0.213386214,47.33075149,0.712375005,0.942794357,0.068430459,28.49101864,0.594847705,0.441495605,0.119061972
62.6,21.48842018,0.749015621,0.746531101,0.068786795,77.27086974,0.562630587,0.778908987,0.193568082,42.86420253,0.717592646,0.927096915,0.063717057,30.45805731,0.598838105,0.473178941,0.114792413
62.7,16.05244196,0.745437004,0.667731681,0.069628246,83.62414568,0.590141827,0.87131249,0.175349222,38.54667135,0.721214461,0.905244335,0.059980745,32.65899881,0.60349223,0.508542713,0.110024675
62.8,10.03192295,0.740539546,0.56764242,0.071914748,83.78390548,0.616882094,0.926285388,0.15881621,34.35054794,0.72339078,0.876254918,0.057212502,35.05972788,0.608874676,0.547466979,0.104786745
62.9,3.707156451,0.734317649,0.446333302,0.075862613,80.7674139,0.64096462,0.955595685,0.143870496,30.21853334,0.724242259,0.838932142,0.055398812,37.56896779,0.615020371,0.589304661,0.099157001
63,-2.027404834,0.726907083,0.315432825,0.081694815,76.36016818,0.661856011,0.97025111,0.130393244,26.06700873,0.723857133,0.791854191,0.054528548,40.02407948,0.621907799,0.632723485,0.093267304
63.1,-6.120711155,0.718633427,0.199484263,0.089350046,71.3644705,0.679589284,0.97665383,0.118276729,21.79657983,0.722290996,0.733369856,0.054604554,42.19992848,0.629433169,0.675728645,0.08728751
63.2,-8.373651319,0.709901736,0.117439993,0.098311441,66.1701523,0.694393196,0.977965363,0.107431822,17.32032741,0.719572542,0.661764027,0.055656312,43.85242223,0.637399421,0.715964108,0.081395717
63.3,-9.386263726,0.701026319,0.068642967,0.107930342,60.98298246,0.706551777,0.975533018,0.097790208,12.62592441,0.715720899,0.575959368,0.05774915,44.78572665,0.645532138,0.751217698,0.075749546
63.4,-9.775530159,0.692180965,0.042371656,0.117762854,55.91043867,0.716348225,0.96970994,0.089304567,7.876488196,0.710779866,0.477275309,0.060979323,44.90803513,0.653521154,0.779875586,0.070471228
63.5,-9.88934158,0.683444484,0.028906306,0.127586777,51.0023077,0.724042153,0.960267835,0.081946807,3.481744939,0.704863164,0.372033667,0.065429714,44.2445016,0.661071079,0.801093643,0.065647268
63.6,-9.884788345,0.674849281,0.022183182,0.137305122,46.27267145,0.729861661,0.946597234,0.075703868,-0.032790805,0.698179794,0.272111138,0.071070335,42.90743486,0.667940483,0.814666903,0.061335692
63.7,-9.827896533,0.666407807,0.01889967,0.146877551,41.71055904,0.734001758,0.927804297,0.070571112,-2.373940565,0.69100152,0.189663074,0.077678193,41.04908609,0.673959506,0.820755177,0.057574205
63.8,-9.746194728,0.658124229,0.01735102,0.156287654,37.28226926,0.736624573,0.902752474,0.066544961,-3.65845367,0.683586319,0.129971034,0.084898991,38.82140499,0.679028178,0.819630392,0.054386164
63.9,-9.651356237,0.649999264,0.016676103,0.165529056,32.92813037,0.737858893,0.870059139,0.063618337,-4.219571542,0.676122495,0.090743827,0.092398659,36.35227318,0.683103534,0.811520909,0.051784173
64,-9.548458497,0.642032167,0.016443602,0.174599669,28.55757254,0.737798223,0.828038731,0.06178265,-4.362329691,0.668723649,0.066520556,0.099948015,33.73632728,0.686183127,0.796549606,0.049772404
64.1,-9.439770117,0.634221576,0.016438089,0.183499278,24.04827868,0.736498374,0.774598172,0.061037624,-4.282510367,0.661450694,0.052163137,0.107416735,31.03508315,0.688289544,0.77473236,0.048348885
64.2,-9.326330341,0.626565872,0.016552021,0.192228513,19.2601922,0.733977952,0.707176236,0.061407081,-4.086945563,0.654334277,0.043957018,0.114737737,28.28218074,0.689458052,0.746007442,0.047508437
64.3,-9.208625612,0.619063334,0.016731706,0.200788391,14.08803756,0.730228849,0.623068418,0.062957648,-3.829976946,0.647389293,0.03950146,0.121878189,25.49161982,0.689728109,0.710284164,0.047246085
64.4,-9.086888013,0.611712223,0.016950371,0.209180112,8.589640138,0.72524831,0.520996243,0.065813814,-3.538653827,0.640622767,0.037321542,0.128822555,22.66840935,0.689138929,0.667519565,0.047560172
64.5,-8.961230966,0.604510804,0.017194723,0.217404962,3.174196801,0.719099811,0.404985303,0.070139197,-3.226517479,0.634037824,0.036531464,0.135563842,19.8218094,0.687729178,0.617848718,0.048454054
64.6,-8.831712956,0.597457369,0.017458244,0.225464268,-1.397730786,0.711976087,0.288497012,0.07601732,-2.900514177,0.627635646,0.036604229,0.142099295,16.98085683,0.685540782,0.561797374,0.049935162
64.7,-8.698368123,0.590550244,0.017737835,0.233359379,-4.515757701,0.704191196,0.190156515,0.083261676,-2.564360228,0.621416428,0.037227297,0.148428287,14.20917606,0.682626179,0.500573613,0.052010094
