t,V10,N10,m10,h10,V30,N30,m30,h30,V50,N50,m50,h50,V100,N100,m100,h100
24.8,-1.127248633,0.417959489,0.043889206,0.431219909,-6.966878256,0.655515921,0.026537883,0.135726658,8.074725224,0.51718288,0.114806953,0.249423269,4.410858815,0.644192506,0.123012733,0.087066819
24.9,-0.919548007,0.41587696,0.044978465,0.433541997,-6.7706563,0.64797302,0.024906744,0.143874541,8.466182939,0.515790155,0.119360026,0.250341624,4.686724127,0.63930683,0.113209271,0.091497625
25,-0.712786223,0.413884386,0.046088366,0.435757246,-6.558076931,0.64060055,0.024286346,0.151830224,8.862164559,0.514543445,0.124082531,0.251088032,5.036370101,0.634590847,0.107229473,0.095773149
25.1,-0.507045085,0.411980369,0.047218599,0.437866957,-6.334307243,0.633398561,0.024236485,0.159591598,9.264027761,0.513442782,0.128989079,0.251660967,5.432769638,0.630057051,0.104112168,0.099876518
25.2,-0.302397808,0.410163505,0.048368849,0.439872422,-6.101872776,0.626366431,0.024517206,0.167158315,9.673392195,0.512488654,0.134097509,0.252058271,5.858620155,0.625712802,0.103135151,0.103797865
25.3,-0.098908861,0.40843239,0.049538798,0.441774923,-5.86207421,0.619503237,0.024997715,0.174530887,10.0921957,0.511682106,0.13942961,0.252277031,6.302915486,0.621562159,0.103767275,0.107531709
25.4,0.103366148,0.406785618,0.05072813,0.443575732,-5.615634703,0.612807916,0.025606766,0.181710255,10.52276885,0.511024856,0.145012023,0.252313413,6.758641159,0.617607062,0.105622495,0.111075285
25.5,0.304380561,0.405221785,0.051936534,0.445276109,-5.363002685,0.60627935,0.026305688,0.188697587,10.96793403,0.510519446,0.150877435,0.252162458,7.221303275,0.613848076,0.108421907,0.114427493
25.6,0.504096729,0.403739488,0.053163713,0.446877301,-5.104496996,0.599916403,0.027073705,0.195494176,11.43113893,0.51016943,0.157066121,0.25181782,7.688014995,0.610284866,0.111964522,0.117588251
25.7,0.702486021,0.40233733,0.054409383,0.448380541,-4.840378155,0.59371794,0.027899925,0.202101388,11.91663858,0.509979621,0.163628,0.251271417,8.156937253,0.606916511,0.116105621,0.120558077
25.8,0.899528827,0.40101392,0.05567328,0.449787047,-4.570884112,0.587682833,0.028778938,0.208520637,12.42974494,0.509956419,0.170625411,0.250512976,8.626938541,0.603741704,0.120741067,0.123337835
25.9,1.095214521,0.399767878,0.056955166,0.451098021,-4.296248442,0.581809964,0.029708396,0.214753367,12.97717574,0.510108236,0.17813689,0.249529417,9.097388459,0.600758902,0.125796094,0.125928559
26,1.289541425,0.398597832,0.058254832,0.452314645,-4.016709578,0.576098223,0.030687661,0.220801044,13.56754779,0.510446093,0.186262417,0.248304011,9.568032671,0.59796643,0.131217379,0.128331338
26.1,1.482516754,0.397502424,0.059572105,0.453438081,-3.732515353,0.570546505,0.031717056,0.226665151,14.21208626,0.510984428,0.195130791,0.246815212,10.03891761,0.59536257,0.136967479,0.130547225
26.2,1.674156571,0.396480313,0.060906852,0.45446947,-3.443924974,0.565153707,0.032797432,0.232347186,14.92566309,0.51174225,0.204910187,0.245034999,10.51034615,0.592945633,0.143020966,0.13257717
26.3,1.864485738,0.395530172,0.062258982,0.455409929,-3.151209444,0.559918725,0.033929929,0.237848655,15.7283455,0.512744783,0.215823513,0.242926487,10.98285297,0.590714025,0.149361776,0.134421962
26.4,2.053537892,0.394650697,0.063628458,0.456260549,-2.85465106,0.554840448,0.035115825,0.243171075,16.64775069,0.514025902,0.228171143,0.2404404,11.45719328,0.588666317,0.155981439,0.136082174
26.5,2.241355443,0.393840605,0.065015298,0.457022392,-2.554542378,0.549917756,0.036356459,0.248315968,17.72269904,0.515631773,0.242365162,0.23750977,11.93434148,0.586801305,0.162877943,0.137558107
26.6,2.427989601,0.393098636,0.06641958,0.45769649,-2.251184657,0.545149513,0.037653168,0.25328486,19.00898415,0.517626485,0.258981674,0.234041846,12.41549854,0.585118083,0.170055069,0.138849732
26.7,2.613500458,0.39242356,0.06784145,0.458283843,-1.944885981,0.540534563,0.039007259,0.258079282,20.58860931,0.520100911,0.278841503,0.229905603,12.90210727,0.583616113,0.177522096,0.139956632
26.8,2.797957116,0.391814172,0.069281129,0.458785415,-1.635959181,0.536071729,0.040419985,0.262700764,22.58458875,0.523186975,0.303134106,0.224912817,13.3958764,0.582295311,0.185293795,0.140877923
26.9,2.981437895,0.391269303,0.070738918,0.45920213,-1.32471943,0.531759807,0.041892527,0.267150839,25.18398855,0.527080795,0.333600925,0.218791659,13.89881503,0.581156134,0.193390686,0.141612179
27,3.164030607,0.390787817,0.072215206,0.459534871,-1.011481732,0.527597562,0.043425981,0.271431033,28.67000576,0.53207952,0.3727735,0.211160832,14.41327939,0.580199691,0.20183953,0.142157334
27.1,3.345832949,0.390368615,0.073710479,0.459784475,-0.696558226,0.523583728,0.045021356,0.275542873,33.45027681,0.538634476,0.424148222,0.201550206,14.94203455,0.579427864,0.210674083,0.142510567
27.2,3.526952996,0.390010638,0.075225328,0.459951731,-0.380255335,0.519717003,0.046679567,0.279487879,40.01507518,0.547403181,0.49177837,0.189606799,15.48833521,0.578843459,0.219936124,0.142668165
27.3,3.707509838,0.389712871,0.076760459,0.460037374,-0.062870876,0.515996049,0.04840143,0.283267563,48.6251981,0.559208549,0.57789071,0.175604956,16.0560304,0.578450387,0.229676809,0.142625358
27.4,3.88763438,0.389474345,0.078316708,0.460042079,0.255308959,0.512419492,0.050187671,0.286883428,58.48161531,0.574683803,0.677328366,0.160707359,16.64969831,0.578253887,0.239958424,0.142376115
27.5,4.067470327,0.389294144,0.079895049,0.459966459,0.574012623,0.508985918,0.052038924,0.290336967,67.08765668,0.593525421,0.774152764,0.146188705,17.2748188,0.578260799,0.250856605,0.141912898
27.6,4.247175391,0.389171402,0.081496612,0.459811056,0.892986254,0.505693878,0.053955746,0.293629655,71.86812246,0.614139355,0.851158612,0.132695579,17.93799328,0.578479913,0.262463158,0.14122636
27.7,4.426922767,0.389105315,0.083122701,0.459576338,1.211996725,0.502541888,0.05593862,0.296762953,72.51925805,0.634501067,0.902832754,0.120392301,18.64722245,0.578922399,0.274889572,0.140304973
27.8,4.606902912,0.389095141,0.084774813,0.459262687,1.530834611,0.499528432,0.057987982,0.2997383,70.35387869,0.65319335,0.93376289,0.109267854,19.41225264,0.579602355,0.288271363,0.139134593
27.9,4.787325701,0.389140207,0.086454664,0.458870393,1.849317165,0.496651962,0.060104231,0.302557108,66.66409371,0.669575584,0.950571674,0.099269188,20.24499804,0.580537488,0.302773323,0.137697942
28,4.968423024,0.389239918,0.088164217,0.458399641,2.16729116,0.493910911,0.062287759,0.305220762,62.25465685,0.683495388,0.958092999,0.090342576,21.16003492,0.581749974,0.318595646,0.13597403
28.1,5.150451929,0.389393757,0.089905712,0.457850505,2.484635737,0.491303688,0.064538974,0.30773061,57.56982739,0.695033827,0.959063542,0.082446227,22.17513715,0.583267502,0.335980595,0.133937572
28.2,5.333698406,0.389601302,0.091681712,0.457222929,2.80126515,0.488828692,0.066858338,0.310087958,52.8477131,0.704366082,0.954726705,0.075553326,23.31176289,0.585124513,0.355218833,0.131558523
28.3,5.518481972,0.389862227,0.093495143,0.456516712,3.117131492,0.486484318,0.069246403,0.312294062,48.21079215,0.711694383,0.945380523,0.069650326,24.59528315,0.587363579,0.376653304,0.128801999
28.4,5.705161217,0.390176323,0.09534936,0.455731492,3.432227435,0.484268965,0.07170385,0.31435012,43.71385475,0.717216994,0.930730929,0.064731923,26.0545204,0.590036723,0.400676477,0.125629107
28.5,5.894140543,0.3905435,0.097248207,0.454866723,3.74658903,0.482181048,0.074231541,0.316257262,39.36805728,0.721114118,0.910100947,0.060794258,27.71978634,0.593206244,0.427713188,0.121999603
28.6,6.085878406,0.390963813,0.099196108,0.453921647,4.060298652,0.480219006,0.076830571,0.318016538,35.15120323,0.723541068,0.882547455,0.057829307,29.61806489,0.596944121,0.458176323,0.117877706
28.7,6.280897425,0.391437472,0.101198164,0.452895264,4.373488181,0.478381317,0.079502325,0.319628904,31.01116639,0.724624078,0.846909948,0.055823993,31.7634598,0.601328378,0.492377745,0.113242594
28.8,6.479796863,0.391964872,0.10326028,0.451786296,4.686342569,0.476666513,0.082248553,0.321095208,26.86858897,0.724457325,0.801805951,0.054765874,34.14120402,0.606433976,0.53037829,0.108103881
28.9,6.683268121,0.392546614,0.105389317,0.45059314,4.999103946,0.475073193,0.085071437,0.322416171,22.62533182,0.723102046,0.745616606,0.054654082,36.68592632,0.61231565,0.571780936,0.10251872
29,6.892114048,0.39318354,0.107593289,0.449313811,5.312076485,0.47360004,0.087973682,0.323592367,18.18823406,0.720590756,0.676598206,0.055512113,39.2611138,0.618982048,0.615523907,0.096601639
29.1,7.107273274,0.393876775,0.109881594,0.447945879,5.62563229,0.472245843,0.090958616,0.324624202,13.52370806,0.716941892,0.593442925,0.057398244,41.65534614,0.626366152,0.659801941,0.090516523
29.2,7.329851061,0.394627773,0.112265325,0.446486379,5.940218633,0.471009519,0.0940303,0.325511881,8.753586235,0.712190799,0.49681288,0.060404814,43.61279598,0.634304718,0.702259579,0.084449231
29.3,7.561158848,0.395438381,0.114757648,0.444931712,6.256366961,0.469890132,0.097193665,0.32625538,4.243789272,0.706434621,0.391918135,0.064623721,44.89846135,0.642542338,0.740468304,0.078574144
29.4,7.802765411,0.396310918,0.117374298,0.443277506,6.574704202,0.468886927,0.100454669,0.326854408,0.523798419,0.699865022,0.28983384,0.070055014,45.36836114,0.65076601,0.772473306,0.073031796
29.5,8.056563461,0.397248267,0.12013422,0.441518456,6.895967067,0.46799936,0.103820488,0.327308357,-2.042696083,0.692747775,0.20333726,0.076511674,45.00359544,0.658657918,0.79711123,0.067923592
29.6,8.324857624,0.398254009,0.123060405,0.439648102,7.221020243,0.467227138,0.107299748,0.327616256,-3.50231858,0.685349705,0.139326964,0.083651503,43.89337572,0.665943698,0.813977155,0.063317864
29.7,8.610482348,0.399332576,0.126180999,0.437658549,7.550879682,0.466570261,0.110902808,0.327776696,-4.171756927,0.677874242,0.096640716,0.091125789,42.18756027,0.672419903,0.823161307,0.059259017
29.8,8.916962341,0.400489474,0.129530806,0.4355401,7.886742551,0.46602908,0.114642114,0.327787756,-4.373602925,0.670447684,0.070044883,0.098683793,40.04889323,0.677958682,0.824953964,0.05577495
29.9,9.248732513,0.401731558,0.133153324,0.433280753,8.230026009,0.465604359,0.118532644,0.327646902,-4.324465088,0.66313883,0.054182832,0.10617923,37.62142663,0.682497252,0.819639439,0.052881649
30,9.611442847,0.403067412,0.137103521,0.430865538,8.582417771,0.465297362,0.122592475,0.32735086,-4.144904039,0.655982554,0.045055796,0.113535878,35.01621095,0.686021099,0.807399278,0.050585834
30.1,10.01240855,0.404507885,0.14145191,0.428275558,8.945942585,0.46510995,0.12684351,0.326895464,-3.896670512,0.648995866,0.040043207,0.120716216,32.30879922,0.688546985,0.788293585,0.048887061
30.2,10.4612362,0.406066806,0.146290099,0.425486698,9.323050459,0.465044712,0.131312434,0.326275456,-3.610503334,0.642186828,0.037525457,0.127702404,29.54327779,0.690108756,0.762283703,0.047780345
30.3,10.97079201,0.407762043,0.151739288,0.422467673,9.716735031,0.465105133,0.136031962,0.325484222,-3.301729404,0.635559073,0.036527608,0.134486323,26.73978327,0.69074702,0.729275271,0.047259483
30.4,11.55866057,0.409617032,0.157962777,0.419177186,10.13069428,0.465295806,0.141042521,0.324513459,-2.978155497,0.629114033,0.036469303,0.141064662,23.90441775,0.690502942,0.689182146,0.047320509
30.5,12.2494505,0.411663082,0.165185365,0.415559536,10.56955169,0.465622719,0.14639451,0.323352719,-2.643915269,0.62285203,0.037006435,0.14743651,21.04161898,0.689416243,0.642031545,0.04796423
30.6,13.07855263,0.413942966,0.17372424,0.411537633,11.03916537,0.466093638,0.15215143,0.321988805,-2.301330711,0.61677281,0.037935137,0.153602191,18.16917563,0.687527403,0.588142196,0.049196615
30.7,14.09850461,0.416516718,0.184039842,0.407001412,11.5470673,0.466718628,0.158394233,0.320404922,-1.951818739,0.610875809,0.039134629,0.159562675,15.33440115,0.684883806,0.528393712,0.051025709
30.8,15.39022604,0.419471397,0.196822871,0.401787715,12.10309922,0.467510779,0.165227524,0.318579508,-1.596338322,0.605160289,0.040533431,0.165319282,12.62559624,0.681548406,0.46453799,0.053453793
30.9,17.08382279,0.422938381,0.21314957,0.395643493,12.72035275,0.468487235,0.172788533,0.316484543,-1.235614203,0.5996254,0.042089399,0.170873529,10.16771178,0.677607591,0.399371309,0.056464721
31,19.39907096,0.427125755,0.234771212,0.388154987,13.41659198,0.469670688,0.181260405,0.314083073,-0.870250235,0.594270216,0.043777914,0.176227041,8.093114924,0.673173286,0.336486263,0.060010065
31.1,22.72804948,0.432382809,0.264675917,0.378607003,14.21645997,0.471091602,0.190892322,0.311325475,-0.500787003,0.589093748,0.045584859,0.181381513,6.495558618,0.668375711,0.279483452,0.064002399
31.2,27.8073658,0.439335556,0.308191296,0.365722753,15.1549998,0.472791611,0.202030746,0.30814367,-0.127730709,0.58409495,0.047502424,0.186338672,5.396070687,0.663348396,0.230984391,0.068323311
31.3,36.04741682,0.449173576,0.374918283,0.347444383,16.28344447,0.474828895,0.21516926,0.304441835,0.248433131,0.579272722,0.049526575,0.191100266,4.744581759,0.658212207,0.192063235,0.072844065
31.4,49.80930467,0.464144618,0.479790916,0.322322618,17.67904566,0.47728696,0.231030282,0.300081032,0.6272343,0.574625904,0.051655531,0.195668053,4.450682131,0.653065141,0.162375428,0.077447284
31.5,70.17769771,0.487518441,0.629690204,0.293553611,19.46228767,0.480289564,0.250702647,0.294852965,1.008217193,0.570153278,0.053888832,0.200043788,4.417910174,0.647979884,0.140713356,0.082039616
31.6,88.64720524,0.520068225,0.784830262,0.265908873,21.8278166,0.484027055,0.275877763,0.288434527,1.39094283,0.565853567,0.056226772,0.204229219,4.564478621,0.643006851,0.125571177,0.086553919
31.7,95.2587207,0.556237023,0.889580786,0.240697617,25.1002955,0.488804395,0.309253622,0.28031234,1.774992512,0.561725428,0.058670047,0.208226083,4.829499854,0.638179359,0.115507814,0.090945201
31.8,94.359244,0.59037594,0.943939859,0.217868538,29.82954844,0.495129418,0.355175923,0.26968777,2.159972495,0.557767459,0.061219553,0.212036096,5.170994683,0.633518648,0.109307253,0.095184781
31.9,90.84419708,0.620623941,0.969902893,0.19722429,36.90941691,0.503863039,0.420326831,0.255532516,2.545519268,0.553978194,0.063876262,0.215660951,5.561257737,0.629037843,0.106011816,0.099255052
32,86.26902454,0.646796376,0.981940294,0.178571753,47.48667795,0.516386601,0.512749574,0.237419928,2.931305201,0.55035611,0.066641164,0.21910231,5.982405152,0.624744757,0.104896538,0.103145589
32.1,81.18007017,0.669135924,0.987080884,0.161738092,61.67972713,0.534381235,0.63342865,0.217020911,3.317044385,0.546899629,0.069515244,0.222361798,6.422987111,0.62064377,0.105424967,0.10685051
32.2,75.86857225,0.687997572,0.988478334,0.146573066,75.55327612,0.558307087,0.760310529,0.196963158,3.702498566,0.543607127,0.072499492,0.225440994,6.875671617,0.616737038,0.107205177,0.11036676
32.3,70.51505796,0.703754995,0.987437401,0.132949665,83.13602147,0.585653049,0.859126091,0.178441469,4.087483103,0.54047694,0.075594934,0.228341424,7.335746642,0.613025271,0.109952733,0.113693039
32.4,65.22994985,0.716762245,0.984358529,0.120764578,84.07893729,0.612711984,0.91953349,0.161615713,4.471872832,0.537507377,0.07880269,0.23106455,7.800180182,0.609508235,0.113461842,0.116829119
32.5,60.0752717,0.727337449,0.97915514,0.109938455,81.41643243,0.6372985,0.952127878,0.146398583,4.855608054,0.534696731,0.082124036,0.233611757,8.267039529,0.606185072,0.117583786,0.119775417
32.6,55.07984771,0.735757673,0.971430541,0.100415466,77.16272887,0.658724484,0.968605873,0.132670829,5.238700425,0.532043297,0.085560494,0.235984336,8.735135081,0.603054521,0.122211201,0.12253272
32.7,50.24977905,0.742259474,0.960546776,0.092161411,72.2289331,0.676966592,0.97606334,0.120321905,5.621239142,0.529545387,0.089113936,0.238183475,9.203802558,0.600115071,0.127266768,0.125102006
32.8,45.57425326,0.747041869,0.945644844,0.085159571,67.04935626,0.692235344,0.978074995,0.1092592,6.003397313,0.527201356,0.092786697,0.240210229,9.67277006,0.597365073,0.132695178,0.127484318
32.9,41.0263428,0.750269503,0.925640254,0.079404207,61.85162319,0.704811159,0.97621272,0.099410738,6.385439102,0.525009617,0.096581718,0.242065505,10.14207733,0.594802829,0.138457472,0.129680669
33,36.55865482,0.752074435,0.899195595,0.074893295,56.75564909,0.714979616,0.970955466,0.090725637,6.767727557,0.522968677,0.100502698,0.243750031,10.61202762,0.592426671,0.144527085,0.13169198
33.1,32.09470464,0.75255545,0.864652719,0.071624158,51.81873151,0.723005037,0.962152543,0.083172714,7.150733987,0.521077158,0.104554275,0.245264324,11.08316072,0.590235029,0.150887123,0.13351901
33.2,27.51878181,0.75177475,0.819895902,0.069596139,47.05980627,0.729120903,0.949248854,0.076736716,7.535049217,0.519333839,0.108742233,0.246608657,11.55623987,0.588226497,0.157528533,0.135162302
33.3,22.67086383,0.749753534,0.762139797,0.068822179,42.47169257,0.733527635,0.931393824,0.071412069,7.921397407,0.517737689,0.113073749,0.247783007,12.03224941,0.5863999,0.164448921,0.136622131
33.4,17.36423873,0.74647133,0.687771274,0.069348729,38.02460718,0.736392753,0.907490463,0.067195433,8.310653617,0.516287912,0.117557674,0.24878701,12.51240138,0.584754362,0.171651846,0.137898442
33.5,11.47237212,0.741880813,0.592846877,0.071283708,33.66360687,0.737850627,0.876199746,0.064080375,8.703866281,0.514984002,0.122204875,0.249619894,12.99815054,0.583289384,0.179146498,0.13899079
33.6,5.160140404,0.73595838,0.475966296,0.074823677,29.3035919,0.738000772,0.835893169,0.062058064,9.102286038,0.513825801,0.127028656,0.250280404,13.49121822,0.582004921,0.186947668,0.139898265
33.7,-0.81730967,0.728798505,0.345398916,0.080208946,24.82720172,0.736905361,0.784553287,0.061125828,9.507403306,0.512813568,0.132045266,0.250766706,13.99362674,0.580901478,0.195075986,0.140619414
33.8,-5.350756789,0.72068642,0.223674538,0.087474126,20.09511006,0.734588833,0.719691258,0.061302135,9.920997653,0.511948074,0.137274541,0.251076277,14.50774623,0.579980214,0.203558403,0.141152144
33.9,-7.991673853,0.712025652,0.13315333,0.096194558,14.98958515,0.731045975,0.638563258,0.06264505,10.34520276,0.511230702,0.142740713,0.251205755,15.03635647,0.579243068,0.212428931,0.141493608
34,-9.227311398,0.70316159,0.077495356,0.105710917,9.527947077,0.726269474,0.539443798,0.065268992,10.7825926,0.510663583,0.148473455,0.251150762,15.58272769,0.57869291,0.221729665,0.141640068
34.1,-9.720011973,0.694298097,0.047007027,0.115520613,4.049747888,0.720306413,0.425100724,0.069335811,11.23629718,0.510249765,0.154509241,0.250905668,16.15072518,0.578333719,0.231512131,0.141586732
34.2,-9.878361671,0.685530857,0.031248455,0.125358426,-0.721910817,0.713325318,0.307351987,0.074956299,11.71015912,0.50999343,0.160893131,0.25046329,16.7449436,0.578170809,0.241839026,0.141327552
34.3,-9.893038203,0.67689988,0.02334056,0.135106178,-4.101879521,0.705625285,0.204822731,0.081998154,12.20894734,0.509900179,0.167681178,0.249814492,17.37087865,0.578211102,0.252786427,0.140854978
34.4,-9.844864334,0.668420802,0.01945714,0.144714392,-6.017261887,0.697542623,0.130147793,0.090037432,12.73865376,0.509977405,0.174943671,0.248947658,18.03514487,0.578463476,0.264446589,0.140159663
34.5,-9.767483565,0.660099106,0.017606552,0.154162841,-6.901989553,0.689338637,0.082810859,0.098584902,13.30690941,0.510234802,0.182769613,0.247847966,18.74574973,0.578939193,0.276931417,0.139230099
34.6,-9.675085688,0.651936057,0.016779392,0.163443546,-7.219061359,0.681167864,0.055249965,0.10729133,13.9235781,0.510685058,0.19127296,0.246496404,19.51243359,0.579652441,0.290376748,0.138052187
34.7,-9.573802722,0.643931144,0.016469459,0.172553724,-7.258334075,0.673107586,0.03994565,0.115965956,14.6016176,0.511344827,0.200601489,0.24486837,20.34708066,0.580621016,0.304947481,0.13660874
34.8,-9.466356898,0.636083103,0.016423845,0.181492856,-7.16597249,0.665193221,0.03170838,0.124517364,15.35835162,0.512236112,0.21094957,0.242931684,21.26419452,0.581867163,0.320843506,0.13487893
34.9,-9.353988031,0.628390354,0.016516303,0.190261431,-7.009745138,0.657440234,0.027423701,0.132904084,16.21738464,0.513388268,0.222576924,0.240643689,22.28140235,0.583418597,0.338306062,0.132837742
35,-9.23727351,0.62085119,0.016683807,0.198860403,-6.820398535,0.649855007,0.025328582,0.141107773,17.21154287,0.514840994,0.235836617,0.237946921,23.41989089,0.585309711,0.357623547,0.130455571
35.1,-9.116487464,0.613463872,0.016894915,0.207290941,-6.611988677,0.64243982,0.024449086,0.149120592,18.38747645,0.516648871,0.251217521,0.23476257,24.70455557,0.587582885,0.379134597,0.127698229
35.2,-8.991762932,0.606226661,0.017133993,0.215554316,-6.391087631,0.635195082,0.024252303,0.156939504,19.81297823,0.518888447,0.269409506,0.230980414,26.1634209,0.590289705,0.403224147,0.124527903
35.3,-8.863167201,0.599137842,0.017393347,0.22365185,-6.160872152,0.628120345,0.024447494,0.164563721,21.58871534,0.52166951,0.291403875,0.226443406,27.82551916,0.593491624,0.430304676,0.120905936
35.4,-8.73073815,0.592195731,0.017669283,0.231584886,-5.922950843,0.621214763,0.024876102,0.171993538,23.86681453,0.525153327,0.318645276,0.220925032,29.7159005,0.597259139,0.46077009,0.116798766
35.5,-8.594502037,0.585398678,0.017960134,0.239354776,-5.678195083,0.614477313,0.025451674,0.179229787,26.87854115,0.529582046,0.353245179,0.214101364,31.84598991,0.601667863,0.494905497,0.112188346
35.6,-8.454482755,0.57874507,0.018265263,0.246962877,-5.427125417,0.607906892,0.02612718,0.186273578,30.96731053,0.535323749,0.398212644,0.205539642,34.19780865,0.606789179,0.532738545,0.107087179
35.7,-8.310706508,0.572233328,0.018584564,0.25441055,-5.170095628,0.60150237,0.026877228,0.193126175,36.59441217,0.542929178,0.457431459,0.194790535,36.70308519,0.612673071,0.573839243,0.101554446
35.8,-8.163204585,0.565861908,0.0189182,0.261699152,-4.907382578,0.595262613,0.027688363,0.199788928,44.19347725,0.5531541,0.534465397,0.1817547,39.22438542,0.619322877,0.617126687,0.0957046
35.9,-8.012014661,0.559629298,0.019266481,0.268830041,-4.639231045,0.589186493,0.028553745,0.20626324,53.60675625,0.566789484,0.628522669,0.16718896,41.55332272,0.626667142,0.66080691,0.089698727
36,-7.857181708,0.55353402,0.019629786,0.275804578,-4.365876503,0.583272889,0.029470222,0.212550553,63.15296282,0.584080019,0.728726987,0.152439413,43.44177763,0.634540992,0.702573602,0.083717925
36.1,-7.698758482,0.547574623,0.020008536,0.28262412,-4.087556752,0.57752069,0.030436704,0.21865233,69.96084691,0.604032639,0.816659416,0.138477368,44.66507359,0.642691554,0.740072047,0.077931572
36.2,-7.5368057,0.541749686,0.020403174,0.289290029,-3.804517739,0.571928789,0.03145326,0.224570054,72.50245455,0.624686557,0.880377314,0.125654491,45.08802307,0.650812211,0.77141677,0.072476364
36.3,-7.371392177,0.536057814,0.020814146,0.295803665,-3.517016179,0.566496086,0.032520598,0.230305223,71.52760348,0.644261627,0.920521705,0.114019507,44.69572496,0.658593427,0.795484831,0.067451423
36.4,-7.202594848,0.530497636,0.021241908,0.30216639,-3.225320425,0.561221475,0.033639781,0.235859346,68.45892341,0.661766067,0.94346952,0.103532292,43.57633064,0.665768684,0.811878029,0.062924009
36.5,-7.030498683,0.525067804,0.021686909,0.308379569,-2.929710285,0.556103848,0.034812048,0.241233942,64.33410579,0.67684753,0.955063248,0.094137712,41.87557703,0.672140412,0.82067091,0.058938136
36.6,-6.855196534,0.519766989,0.022149599,0.314444567,-2.630476056,0.551142087,0.036038721,0.246430534,59.74993484,0.689495436,0.958985841,0.085788122,39.75128889,0.677584274,0.822130495,0.055521599
36.7,-6.676788929,0.514593882,0.022630417,0.320362752,-2.327917127,0.546335061,0.037321135,0.251450654,55.030407,0.699849562,0.957121506,0.078450012,37.34318801,0.682038986,0.816520392,0.052690381
36.8,-6.495383823,0.50954719,0.023129796,0.326135493,-2.022340247,0.541681618,0.038660606,0.256295835,50.34660704,0.70810355,0.950170088,0.072104329,34.75907763,0.685490106,0.804008194,0.050451259
36.9,-6.311096298,0.504625634,0.023648156,0.331764161,-1.714057412,0.537180588,0.040058397,0.260967612,45.78226399,0.714459469,0.938090343,0.066742889,32.07235693,0.687953613,0.784647146,0.048803978
37,-6.124048198,0.499827949,0.024185905,0.33725013,-1.403383614,0.532830772,0.041515707,0.265467521,41.36780654,0.719107011,0.920370773,0.062362143,29.32591626,0.689462155,0.758397788,0.047743909
37.1,-5.934367733,0.495152878,0.024743437,0.342594774,-1.090634338,0.528630944,0.043033653,0.269797096,37.0963885,0.722213855,0.896186736,0.058956573,26.53953392,0.690055055,0.725170331,0.047265376
37.2,-5.742189029,0.490599175,0.025321128,0.347799468,-0.776122882,0.524579846,0.044613264,0.273957868,32.92989768,0.723920472,0.864480462,0.056515223,23.71972915,0.689772361,0.684889252,0.047365024
37.3,-5.547651641,0.486165601,0.025919335,0.35286559,-0.460157606,0.520676183,0.046255475,0.277951362,28.80135858,0.724336545,0.823979758,0.055024302,20.87210842,0.688653038,0.637600721,0.048044201
37.4,-5.350900029,0.481850919,0.026538393,0.357794516,-0.14303899,0.516918628,0.047961128,0.281779098,24.61987482,0.723538844,0.773179616,0.054476029,18.01629824,0.686737333,0.583653594,0.049309153
37.5,-5.152083,0.477653898,0.027178615,0.362587626,0.174943314,0.513305813,0.049730967,0.285442586,20.28574449,0.721572548,0.710369502,0.054881017,15.20178385,0.684072969,0.523968939,0.051167721
37.6,-4.951353111,0.473573307,0.027840291,0.367246296,0.493513507,0.509836334,0.051565647,0.288943326,15.72839678,0.718460245,0.633928987,0.056280397,12.51855672,0.680723701,0.4603431,0.053621311
37.7,-4.748866052,0.469607914,0.028523681,0.371771906,0.812412702,0.506508752,0.053465738,0.292282802,10.98325106,0.714224708,0.543338649,0.058752009,10.09157056,0.676776827,0.395598615,0.056652252
37.8,-4.544779999,0.465756487,0.029229019,0.376165832,1.131401935,0.503321589,0.05543174,0.295462483,6.296439169,0.708928685,0.441350051,0.062395507,8.050721568,0.672344763,0.333309675,0.060210367
37.9,-4.339254951,0.462017788,0.029956509,0.380429452,1.450265185,0.500273336,0.057464094,0.298483819,2.147535279,0.70271815,0.336386908,0.067268108,6.485550787,0.667557386,0.277005549,0.06420706
38,-4.132452048,0.458390577,0.030706322,0.38456414,1.768812316,0.497362452,0.059563202,0.301348235,-0.976173523,0.695830724,0.241315401,0.073277007,5.413228405,0.662547024,0.229209908,0.068524002
38.1,-3.924532882,0.454873606,0.0314786,0.388571272,2.086881982,0.494587372,0.061729451,0.304057126,-2.923616841,0.688542534,0.166532288,0.080138866,4.781891831,0.657432872,0.19091526,0.073033769
38.2,-3.715658797,0.45146562,0.032273449,0.392452219,2.404344427,0.491946511,0.063963236,0.306611855,-3.919347394,0.681091333,0.114395569,0.087489885,4.501483333,0.652311256,0.161736199,0.077620909
38.3,-3.505990196,0.448165356,0.033090942,0.396208352,2.721104282,0.489438267,0.066264997,0.309013744,-4.307225278,0.673638216,0.080976471,0.095028018,4.477029347,0.647253507,0.140461631,0.082193918
38.4,-3.295685838,0.444971541,0.033931116,0.399841039,3.037103275,0.487061034,0.068635253,0.311264067,-4.356447572,0.666275781,0.060663253,0.102561481,4.628383659,0.642309087,0.125603099,0.086687078
38.5,-3.084902157,0.441882894,0.034793977,0.403351645,3.352322951,0.484813208,0.071074639,0.313364044,-4.227980202,0.65905235,0.048770276,0.109985752,4.895969353,0.637510697,0.115743218,0.091056355
