t,V,N,m,h
0.0,0.0,0.3176769140606974,0.05293248525724958,0.5961207535084603
0.1,0.9151037964968517,0.317567639455668,0.056213046947872276,0.6086046072133102
0.2,1.8933389277198747,0.32909836580764745,0.07252698478220022,0.6393874207513816
0.3,2.73268167385997,0.3166101804194002,0.03952988448315773,0.6098371021427923
0.4,3.489038447943403,0.33281927340244444,0.0694758311048946,0.6116458018323137
0.5,4.196108568133993,0.33469451166759095,0.06443964917624215,0.6149984142100822
0.6,4.854486254679512,0.3305869577568838,0.05264687043939503,0.6171723992579825
0.7,5.4968094733382316,0.3205550126322343,0.06332328091866707,0.595566266323816
0.8,6.335402141698436,0.338412043361291,0.09571966162532024,0.6061006229680598
0.9,7.459956698072736,0.3305479895124129,0.11021174717487432,0.6034035304693134
1.0,8.514094934522584,0.32035208514758223,0.10166055093195522,0.617215402180443
1.1,9.87186480467477,0.3314408504033244,0.11840230603450132,0.6328419746689097
1.2,11.447838630505967,0.32715000382802767,0.13272116572533205,0.6061455277910078
1.3,12.892730234514408,0.3350836087417463,0.12729076387866042,0.6145025132393472
1.4,15.089798457766683,0.3671059320224152,0.1619724772185468,0.6402321310925266
1.5,16.999024614832866,0.3781855783074655,0.1712031529084195,0.6229800523012244
1.6,20.1473747224278,0.3811039350730722,0.20226702418178877,0.6064282766912186
1.7,25.235423164244878,0.3646992717743991,0.2395027529708717,0.5991471986011175
1.8,36.234996944386445,0.34821893123130276,0.33383017399766346,0.5567424563751165
1.9,62.32886195592898,0.3613647960217989,0.49484610149889163,0.5000880504016372
2.0,95.01592863502606,0.3969220862943311,0.6980012450678643,0.4494490152453472
2.1,108.04233555061641,0.44132536603745354,0.8721935895796121,0.40042096715427505
2.2,107.0082457487637,0.5177213043806664,0.9542510497002815,0.3663007148329624
2.3,104.32084628536103,0.5552153827338858,0.970041593876987,0.32832734787024515
2.4,100.53689240240485,0.5869090170717469,0.9666585703584266,0.3105472965776923
2.5,98.61302945858935,0.6205442862292686,0.9840916276155296,0.28968314498213266
2.6,94.09413752457723,0.6454662201500668,0.99903998542681,0.24951301108723917
2.7,89.5907280796406,0.6647058918826605,0.991769619156065,0.23575087382368515
