t,V,N,m,h
15.5,31.94015216,0.693900388,0.792027882,0.066059832
15.6,27.77331534,0.708394105,0.773201347,0.0656861
15.7,18.89236765,0.709458675,0.722149296,0.051594289
15.8,15.17367045,0.719544578,0.654920251,0.064948386
15.9,12.89045124,0.70652376,0.567824728,0.090871819
16,10.15629278,0.680462979,0.472962897,0.089375102
16.1,6.111092686,0.656372444,0.398417013,0.09885142
16.2,2.281931339,0.662848726,0.312916571,0.099640633
16.3,-1.960439937,0.660584016,0.206922077,0.128681273
16.4,-5.586519561,0.675572899,0.138274071,0.123474908
16.5,-7.886558444,0.688217306,0.074469124,0.136589656
16.6,-8.980542498,0.678139099,0.05467734,0.124517754
16.7,-9.430180978,0.686254792,0.048328918,0.112816711
16.8,-9.742566218,0.678293214,0.025191401,0.117544966
16.9,-9.76566582,0.662764812,0.012784643,0.111252313
17,-9.74187211,0.66408134,0.017921839,0.133199827
17.1,-9.612077972,0.632793712,0.023679568,0.119347086
17.2,-9.335109932,0.612689503,0.031653239,0.132618614
17.3,-9.076923068,0.586792372,0.02359956,0.131341363
17.4,-8.734653114,0.586426415,0.009406298,0.14444848
17.5,-8.554893368,0.593069645,0.024665844,0.151747457
17.6,-8.496290868,0.597845269,0.023017047,0.164574344
17.7,-8.390424155,0.58456365,0.021312786,0.174890768
17.8,-8.239301825,0.565058889,0.027783258,0.194069914
17.9,-7.982326208,0.550519103,0.028749689,0.197085988
18,-7.815423144,0.562332403,0.042748609,0.210873481
18.1,-7.819787961,0.582837366,0.042238515,0.250094675
18.2,-8.000261545,0.58847819,0.033386239,0.283732163
18.3,-8.179564808,0.587669584,0.05900731,0.298747204
18.4,-8.151349697,0.580947148,0.045015411,0.331869847
18.5,-8.095003105,0.560276354,0.015949634,0.361764767
18.6,-7.905874727,0.546925517,0.023066053,0.364700633
18.7,-7.721808732,0.548978646,-0.000192862,0.373274802
18.8,-7.514573409,0.526601237,0.034171186,0.384097542
18.9,-7.136956901,0.521639876,0.041258541,0.379319027
19,-6.94200982,0.524961881,0.038859845,0.37380597
19.1,-6.70157153,0.512996761,0.031246969,0.400386051
19.2,-6.457903294,0.51116422,0.025544731,0.400087899
19.3,-6.236947955,0.481225427,0.01278088,0.411853796
19.4,-5.838469704,0.480656881,0.026869939,0.440165958
19.5,-5.535370305,0.471542263,0.015998657,0.440914869
19.6,-5.210387414,0.454596662,0.0138873,0.430544037
19.7,-4.643093672,0.426614931,0.010137208,0.423143339
19.8,-3.943238713,0.389544262,0.009898193,0.419651666
19.9,-3.197265349,0.385436832,0.024243702,0.417991587
20,-2.496863017,0.381173616,0.037741761,0.398523799
20.1,-1.714366644,0.347110353,0.033695402,0.419957729
20.2,-0.884184939,0.345347464,0.046907905,0.418662728
20.3,-0.093694573,0.346538557,0.055226581,0.419059935
20.4,0.646412753,0.350497566,0.042043948,0.409734101
20.5,1.23515186,0.352647399,0.05528922,0.410664806
20.6,1.852647219,0.353906388,0.034434774,0.401747024
20.7,2.426868111,0.337063729,0.028697534,0.388198551
20.8,3.02263032,0.340514457,0.053783454,0.396155662
20.9,3.648877114,0.323915373,0.052408583,0.428951722
21,4.419929265,0.294837077,0.069678261,0.438625449
21.1,5.278105407,0.306595767,0.070759559,0.420708363
21.2,6.175605591,0.292227058,0.07965047,0.386955381
21.3,7.084865645,0.286589913,0.096851408,0.381772953
21.4,8.000313399,0.303274006,0.093580112,0.396591041
21.5,8.641089078,0.335212358,0.095729557,0.363489463
21.6,9.17225333,0.344753607,0.115000774,0.382119818
21.7,9.641469902,0.35593192,0.10444795,0.385725224
21.8,9.926591,0.342332555,0.088398227,0.378972519
21.9,10.41913066,0.329249912,0.101347307,0.393983003
22,10.89933268,0.347687059,0.113842087,0.389065387
22.1,11.45191569,0.330191116,0.117019126,0.400083778
22.2,12.58390394,0.329208074,0.146332679,0.40311723
22.3,14.39884972,0.328126816,0.159698023,0.411839593
22.4,17.25101894,0.342640671,0.201128949,0.415697375
22.5,20.03498053,0.346540862,0.202445193,0.379513681
22.6,23.86119014,0.354488542,0.25912303,0.365953722
22.7,29.91611693,0.36494097,0.305610695,0.343566194
22.8,39.15420154,0.383859595,0.366717797,0.349828315
22.9,54.17144373,0.386508663,0.470333401,0.324735102
23,75.09205642,0.434323254,0.646821975,0.278116522
23.1,94.89205738,0.45199863,0.807880729,0.228345351
23.2,100.5577669,0.496845519,0.928893371,0.187539363
23.3,97.27001936,0.552779271,0.967032736,0.176930784
23.4,89.96042295,0.590926504,0.994619378,0.130532499
23.5,82.31657644,0.609903798,0.975982493,0.115877768
23.6,75.66112475,0.640169087,0.97539388,0.104928487
23.7,70.56214625,0.636214891,0.994242406,0.093490821
23.8,60.34671728,0.677288548,0.983672669,0.067488877
23.9,46.16430674,0.691478101,0.966443773,0.052335239
24,43.38501611,0.707158153,0.946466273,0.059384999
24.1,41.0769308,0.70881941,0.915382592,0.060202463
