t,m1,p1,m2,p2,m3,p3
0.0,0.2,0.1,0.3,0.1,0.4,0.5
0.1,19.726203103559683,0.30114862998880576,28.67259666927104,0.3600966811930615,29.145022882655123,0.7674566345951981
0.2,31.934142837386126,0.8442141788963163,47.144339695462556,1.124599392531496,44.9795575517783,1.4980460554828658
0.3,34.79770328845682,1.4996703973346819,56.95005154751538,2.126469913591399,48.42562712124721,2.4580010757345985
0.4,34.636427928701075,2.151412443270912,59.40895630411308,3.2217017883759747,47.40392500071441,3.381418581746508
0.5,32.41420153872353,2.7406117956943246,58.67769507801099,4.340375414772548,46.01601669411622,4.201986405439448
0.6,31.187961286335895,3.3126388770677484,56.509773226842455,5.415833671989464,42.547395648737215,4.979388391554844
0.7,29.286332651352904,3.842321888058381,53.60555925707848,6.415493491691125,38.99896404345478,5.715066489171263
0.8,29.06645238865989,4.321342878843184,50.236965096507745,7.317096741791345,35.97765433249089,6.397735445190628
0.9,26.85926539997262,4.824610158687995,46.99510619807237,8.202873034405506,33.18015096826584,6.957623645783944
1.0,26.921510540056694,5.223734199655539,44.66786612081865,8.951791285296268,30.051743892522293,7.462594026582337
1.1,24.829721791144753,5.651746752612816,39.82224248562995,9.5851059012103,27.40537302085071,7.849726057384003
1.2,22.477771530175662,6.034843750847982,36.21924958119046,10.140922518197456,23.513252630952074,8.213142272764102
1.3,19.782888665121472,6.378313008488498,34.585707508695926,10.619161258676035,20.92006437159518,8.517851468400096
1.4,17.69990055097277,6.606706612701757,31.435258560254486,11.014100759181868,19.065648998665107,8.718412804962197
1.5,15.228197990566862,6.800419801428892,28.413485199214918,11.36350529610616,17.713242656257894,8.888261536229091
1.6,14.840888583654733,6.915423675808228,28.17725946039537,11.688139201551461,15.916072414982233,8.989713572076486
1.7,13.462575465520892,7.052914393141043,24.960006840936497,11.954077973056291,13.990477582347452,9.091768376413583
1.8,12.18391058461156,7.125965581876617,25.051619149116142,12.202115447337306,12.042487846457151,9.173193819996282
1.9,11.871880141231875,7.2553463135704,23.71567312164433,12.394998359871938,10.292908389397862,9.276258662916547
2.0,11.30659760972817,7.327895683337236,22.117433512704455,12.5992763512952,10.756855228872919,9.294446585173967
2.1,11.558803237323879,7.40260784035544,20.880000904150243,12.756935513670982,8.829604283610626,9.31503686847797
2.2,10.213699528931901,7.429593369270953,19.167333365991038,12.892454506677378,8.682078690401612,9.316933041470131
2.3,10.549224893314722,7.432634969853117,17.87692902777175,13.016127227003013,8.480791003923924,9.319775817071589
2.4,9.424915069547318,7.51820371630468,17.53190126288799,13.106488057936307,6.810970751374461,9.264943691594894
2.5,9.885744281847744,7.495349351555115,16.873545231006283,13.25384811131766,6.49599577982548,9.212078239091994
2.6,8.633399051273594,7.548069911875647,14.946772985130288,13.321968393130398,6.671057849122437,9.216547293911967
2.7,8.482300152305472,7.579356610501017,13.866435096038995,13.316774497724467,6.462331145762452,9.155476537624159
2.8,7.564102066794047,7.6282731436313185,13.877516611218308,13.360424684080355,5.443403079148876,9.062950091555539
2.9,6.5474650693800465,7.661123530465763,12.600282055290304,13.343735772649218,4.14249235422176,9.011752592880436
3.0,6.808996553752829,7.621305480638151,11.363926224043276,13.300242063996562,4.791783923708624,8.86677564981325
3.1,8.001121977006191,7.60661109372976,11.627562683939425,13.287024082569195,5.221423695157626,8.813166377412479
3.2,7.244544680548531,7.5635522274063245,11.717060608550842,13.27751343361846,5.157388064600502,8.744668350249208
3.3,5.577665167599186,7.576093893172967,10.899600158345775,13.219444856495619,4.6618240069319485,8.607150457932466
3.4,7.884283458963935,7.559853656750965,9.319594181412999,13.149810911877772,5.553791781941515,8.514755004522497
3.5,8.649542675620348,7.559674362497407,8.692996367467599,13.055569155859912,5.74663022867041,8.427216609628548
